timestamp,left_leg_angle,right_leg_angle,x_absolute,y_absolute
2025-12-19 22:47:07.889,0,0,0,0
2025-12-19 22:47:08.888,0,0,0,0
2025-12-19 22:47:09.889,284.853515625,304.8046875,4.361350707096346,1.6861802897924503
2025-12-19 22:47:10.888,271.7578125,314.6484375,4.046283003679126,1.524913483424651
2025-12-19 22:47:11.888,317.373046875,288.80859375,3.5791863905093626,1.5458083826774938
2025-12-19 22:47:12.888,291.533203125,306.474609375,2.5790547616945325,1.5760680311688966
2025-12-19 22:47:13.888,292.8515625,321.416015625,1.8201687053197961,1.6440587081104503
2025-12-19 22:47:14.888,266.484375,306.123046875,0.5729109374403725,1.7099597447011472
2025-12-19 22:47:15.888,318.33984375,288.720703125,-0.2717547784401215,1.7359969329787583
2025-12-19 22:47:16.888,302.34375,275.888671875,-1.4035778329987165,1.6353112370540663
2025-12-19 22:47:17.888,274.306640625,314.12109375,-2.2451298356588767,1.5160560697026892
2025-12-19 22:47:18.888,300.41015625,291.62109375,-3.17792093114815,1.3190324043547692
2025-12-19 22:47:19.888,271.93359375,297.24609375,-3.58675555064288,1.252395608910591
2025-12-19 22:47:20.888,275.9765625,322.294921875,-3.673961717211802,1.2752795475389016
2025-12-19 22:47:21.888,359.6484375,0.791015625,-3.651556067136365,1.2985558316828953
2025-12-19 22:47:22.888,1.23046875,1.318359375,-3.360141129652831,1.2797750152127312
2025-12-19 22:47:23.888,1.23046875,1.494140625,-3.3238267579109593,1.3031994486860032
2025-12-19 22:47:24.888,1.40625,1.40625,-3.133105630247419,1.3517707101604741
2025-12-19 22:47:25.888,1.58203125,1.494140625,-2.8953815260548774,1.4372136379020413
2025-12-19 22:47:26.888,1.494140625,1.494140625,-2.696115302912644,1.4835511406657573
2025-12-19 22:47:27.888,1.40625,1.494140625,-2.5245227445727005,1.522762591921454
2025-12-19 22:47:28.888,0.966796875,1.494140625,-2.584758551343598,1.4811442063880333
2025-12-19 22:47:29.888,1.40625,1.494140625,-2.5964481262355896,1.4821039066269452
2025-12-19 22:47:30.888,1.494140625,1.494140625,-2.5166980018367404,1.499006285579012
2025-12-19 22:47:31.888,1.40625,1.494140625,-2.4641679484313332,1.5045886170452236
2025-12-19 22:47:32.888,1.494140625,1.40625,-2.4048527844829586,1.524167096175879
2025-12-19 22:47:33.888,1.494140625,1.40625,-2.4179514261189947,1.5252520612467049
2025-12-19 22:47:34.888,1.494140625,1.318359375,-2.652204523703186,1.452722715223858
2025-12-19 22:47:35.888,1.494140625,1.318359375,-2.8174947698694286,1.3959866062592685
2025-12-19 22:47:36.888,1.494140625,1.318359375,-2.8058634575447012,1.4011646624014211
2025-12-19 22:47:37.888,1.494140625,1.318359375,-2.915068142494998,1.3706162814320049
2025-12-19 22:47:38.888,1.494140625,1.318359375,-2.991393431456707,1.3571498662996784
2025-12-19 22:47:39.888,1.494140625,1.23046875,-3.055599909782435,1.3461520464586643
2025-12-19 22:47:40.888,1.494140625,1.142578125,-3.0082865005463555,1.3520460128414473
2025-12-19 22:47:41.888,1.494140625,1.0546875,-2.923652377611602,1.3756451148359825
2025-12-19 22:47:42.890,1.494140625,1.0546875,-2.950206104624338,1.3744943112973371
2025-12-19 22:47:43.888,1.494140625,0.87890625,-2.8987708761614854,1.3842474191232346
2025-12-19 22:47:44.888,1.494140625,0.966796875,-3.004340732514363,1.3318092367914234
2025-12-19 22:47:45.889,1.494140625,0.966796875,-3.11760414939941,1.299952946429596
2025-12-19 22:47:46.888,1.58203125,1.0546875,-2.901373616053827,1.3534336543853094
2025-12-19 22:47:47.888,1.58203125,1.23046875,-2.7650175067014535,1.3738768085373452
2025-12-19 22:47:48.889,1.58203125,1.23046875,-2.7221399630967147,1.3726547028565492
2025-12-19 22:47:49.888,1.58203125,1.142578125,-2.61437996103973,1.4004114207482654
2025-12-19 22:47:50.888,1.494140625,1.23046875,-2.6435783202351173,1.3543221551515217
2025-12-19 22:47:51.889,1.58203125,1.142578125,-2.9012677663587096,1.2992414656662572
2025-12-19 22:47:52.888,1.58203125,1.142578125,-2.9724661974030226,1.3038259687778646
2025-12-19 22:47:53.888,1.58203125,1.0546875,-3.2591842130231754,1.2393933712464185
2025-12-19 22:47:54.888,1.58203125,1.142578125,-3.392623920766333,1.2116996491195313
2025-12-19 22:47:55.888,1.58203125,1.142578125,-3.3654138069016533,1.232961167241736
2025-12-19 22:47:56.888,1.669921875,1.0546875,-3.2234180523476645,1.277123678571423
2025-12-19 22:47:57.888,1.58203125,1.0546875,-3.3081274871680515,1.248752642274575
2025-12-19 22:47:58.888,1.58203125,1.0546875,-3.3225646713694044,1.2398725880733465
2025-12-19 22:47:59.888,1.669921875,1.0546875,-3.3840728291250013,1.2081007570525415
2025-12-19 22:48:00.888,1.669921875,1.0546875,-3.400740543829098,1.1928088712485903
2025-12-19 22:48:01.888,1.669921875,1.0546875,-3.2910437002225406,1.2540299056575805
2025-12-19 22:48:02.888,1.669921875,1.0546875,-3.3099563026971843,1.2544416147379704
2025-12-19 22:48:03.888,1.669921875,0.966796875,-3.1699701458267464,1.3042289097241428
2025-12-19 22:48:04.888,1.669921875,0.87890625,-2.9544970186819715,1.3664877833134677
2025-12-19 22:48:05.888,1.669921875,1.142578125,-2.834955259029744,1.414155191330226
2025-12-19 22:48:06.888,1.669921875,0.87890625,-2.77932078378255,1.4294329962327834
2025-12-19 22:48:07.888,1.669921875,1.0546875,-2.561610404453649,1.4965151157398648
2025-12-19 22:48:08.888,1.494140625,1.40625,-2.452498518308203,1.5069309062307992
2025-12-19 22:48:09.888,1.669921875,1.318359375,-2.575113082976805,1.4752024931769014
2025-12-19 22:48:10.888,1.7578125,1.494140625,-2.7100521919405747,1.4379486806268573
2025-12-19 22:48:11.888,1.669921875,1.40625,-2.8082417328557776,1.4149707937744858
2025-12-19 22:48:12.888,1.58203125,1.23046875,-2.815848519473171,1.4157142921422425
2025-12-19 22:48:13.888,1.58203125,1.142578125,-2.860733431520927,1.3014319809332542
2025-12-19 22:48:14.888,1.669921875,0.966796875,-2.8418261504510998,1.3488018833919702
2025-12-19 22:48:15.889,1.669921875,1.0546875,-2.9979216069650523,1.3217738199825477
2025-12-19 22:48:16.888,1.669921875,0.966796875,-3.2332771907158877,1.2515188122345884
2025-12-19 22:48:17.888,1.58203125,1.0546875,-3.2630828861231427,1.2483300919178406
2025-12-19 22:48:18.888,1.669921875,1.0546875,-3.255444394355772,1.2476674824660292
2025-12-19 22:48:19.888,1.669921875,0.87890625,-3.177793912522908,1.290107400876658
2025-12-19 22:48:20.888,1.669921875,0.966796875,-3.1186860959852387,1.2649190732316902
2025-12-19 22:48:21.888,1.58203125,0.791015625,-2.9645436487309107,1.3333360123667701
2025-12-19 22:48:22.888,1.58203125,0.87890625,-3.088197004711173,1.3103506527606088
2025-12-19 22:48:23.888,1.58203125,0.52734375,-3.2345255991895137,1.264884799291648
2025-12-19 22:48:24.888,1.58203125,0.615234375,-3.1971559830236185,1.2915655680003555
2025-12-19 22:48:25.888,1.58203125,0.439453125,-3.2995944625139897,1.2501799135463503
2025-12-19 22:48:26.888,1.58203125,0.615234375,-3.1876249932530234,1.2994545365557757
2025-12-19 22:48:27.888,1.58203125,0.52734375,-3.0147999299702457,1.3661066810546532
2025-12-19 22:48:28.888,1.58203125,0.52734375,-2.901383357552641,1.4059040507483016
2025-12-19 22:48:29.888,1.58203125,0.615234375,-2.901686839841246,1.4047848609488407
2025-12-19 22:48:30.888,1.669921875,0.703125,-2.8005901467728567,1.4395844850302661
2025-12-19 22:48:31.888,1.669921875,0.615234375,-2.80398872777776,1.4321253831737686
2025-12-19 22:48:32.888,1.58203125,0.703125,-2.7278034744379793,1.4429868788168785
